fromId,toId,car_under_15,car_fifteen_29,car_thirty_44,car_forty5_plus,public_under_15,public_fifteen_29,public_thirty_44,public_forty5_plus,fhv_under_15,fhv_fifteen_29,fhv_thirty_44,fhv_forty5_plus,walk_under_15,walk_fifteen_29,walk_thirty_44,walk_forty5_plus,bike_under_15,bike_fifteen_29,bike_thirty_44,bike_forty5_plus
BK0401,BK0401,25,34,29,10,73,102,88,29,13,18,15,5,13,18,15,5,3,4,4,1
BK0402,BK0402,25,34,29,10,73,102,88,29,13,18,15,5,13,18,15,5,3,4,4,1
BK0401,BK0401,27,38,32,11,80,112,96,32,14,19,17,6,14,19,17,6,3,5,4,1
BK0402,BK0402,27,38,32,11,80,112,96,32,14,19,17,6,14,19,17,6,3,5,4,1
BK0401,BK0401,28,39,33,11,82,115,98,33,14,20,17,6,14,20,17,6,4,5,4,1
BK0401,BK0401,16,22,19,6,46,65,56,19,8,11,10,3,8,11,10,3,2,3,2,1
BK0402,BK0402,16,22,19,6,46,65,56,19,8,11,10,3,8,11,10,3,2,3,2,1
BK1204,BK1204,7,10,9,3,21,30,25,8,4,5,4,1,4,5,4,1,1,1,1,0
BK1501,BK1501,7,10,9,3,21,30,25,8,4,5,4,1,4,5,4,1,1,1,1,0
BK1103,BK1103,33,46,40,13,98,138,118,39,17,24,20,7,17,24,20,7,4,6,5,2
BK1501,BK1501,33,46,40,13,98,138,118,39,17,24,20,7,17,24,20,7,4,6,5,2
BK1103,BK1103,9,13,11,4,28,39,33,11,5,7,6,2,5,7,6,2,1,2,1,0
BK1204,BK1204,9,13,11,4,28,39,33,11,5,7,6,2,5,7,6,2,1,2,1,0
BK1501,BK1501,9,13,11,4,28,39,33,11,5,7,6,2,5,7,6,2,1,2,1,0
BK0401,BK0401,36,50,43,14,106,148,127,42,18,26,22,7,18,26,22,7,5,6,5,2
BK0401,BK0401,52,72,62,21,154,215,185,62,27,37,32,11,27,37,32,11,7,9,8,3
BK0401,BK0401,18,26,22,7,55,76,65,22,9,13,11,4,9,13,11,4,2,3,3,1
BK1101,BK1101,12,17,15,5,36,51,44,15,6,9,8,3,6,9,8,3,2,2,2,1
BK1103,BK1103,12,17,15,5,36,51,44,15,6,9,8,3,6,9,8,3,2,2,2,1
BK1204,BK1204,12,17,15,5,36,51,44,15,6,9,8,3,6,9,8,3,2,2,2,1
BK1501,BK1501,12,17,15,5,36,51,44,15,6,9,8,3,6,9,8,3,2,2,2,1
BK1101,BK1101,31,43,37,12,91,127,109,36,16,22,19,6,16,22,19,6,4,5,5,2
BK1103,BK1103,31,43,37,12,91,127,109,36,16,22,19,6,16,22,19,6,4,5,5,2
BK1101,BK1101,17,24,21,7,51,71,61,20,9,12,11,4,9,12,11,4,2,3,3,1
BK1103,BK1103,17,24,21,7,51,71,61,20,9,12,11,4,9,12,11,4,2,3,3,1
BK0401,BK0401,33,47,40,13,100,139,120,40,17,24,21,7,17,24,21,7,4,6,5,2
BK0104,BK0104,14,19,17,6,41,57,49,16,7,10,8,3,7,10,8,3,2,2,2,1
BK0401,BK0401,14,19,17,6,41,57,49,16,7,10,8,3,7,10,8,3,2,2,2,1
BK0104,BK0104,19,27,23,8,57,80,68,23,10,14,12,4,10,14,12,4,2,3,3,1
BK0401,BK0401,19,27,23,8,57,80,68,23,10,14,12,4,10,14,12,4,2,3,3,1
BK1101,BK1101,31,43,37,12,91,127,109,36,16,22,19,6,16,22,19,6,4,5,5,2
BK1103,BK1103,31,43,37,12,91,127,109,36,16,22,19,6,16,22,19,6,4,5,5,2
BK1101,BK1101,29,40,34,11,85,119,102,34,15,21,18,6,15,21,18,6,4,5,4,1
BK1103,BK1103,29,40,34,11,85,119,102,34,15,21,18,6,15,21,18,6,4,5,4,1
BK1101,BK1101,29,40,34,11,85,119,102,34,15,21,18,6,15,21,18,6,4,5,4,1
BK1103,BK1103,29,40,34,11,85,119,102,34,15,21,18,6,15,21,18,6,4,5,4,1
BK0401,BK0401,35,48,42,14,103,144,124,41,18,25,21,7,18,25,21,7,4,6,5,2
BK0401,BK0401,26,37,31,10,78,109,93,31,13,19,16,5,13,19,16,5,3,5,4,1
BK0401,BK0401,22,31,26,9,65,91,78,26,11,16,14,4,11,16,14,4,3,4,3,1
BK0104,BK0104,15,21,18,6,45,64,54,18,8,11,9,3,8,11,9,3,2,3,2,1
BK0401,BK0401,15,21,18,6,45,64,54,18,8,11,9,3,8,11,9,3,2,3,2,1
BK1101,BK1101,27,38,33,11,81,114,97,32,14,20,17,6,14,20,17,6,4,5,4,1
BK1103,BK1103,27,38,33,11,81,114,97,32,14,20,17,6,14,20,17,6,4,5,4,1
BK1101,BK1101,28,39,33,11,83,116,99,33,14,20,17,6,14,20,17,6,4,5,4,1
BK1103,BK1103,28,39,33,11,83,116,99,33,14,20,17,6,14,20,17,6,4,5,4,1
BK1101,BK1101,26,36,31,10,77,107,92,31,13,18,16,5,13,18,16,5,3,5,4,1
BK1103,BK1103,26,36,31,10,77,107,92,31,13,18,16,5,13,18,16,5,3,5,4,1
BK0401,BK0401,30,42,36,12,90,125,108,36,15,22,19,6,15,22,19,6,4,5,5,2
BK0401,BK0401,17,24,21,7,51,72,62,21,9,12,11,4,9,12,11,4,2,3,3,1
BK0401,BK0401,33,46,40,13,98,137,118,39,17,24,20,7,17,24,20,7,4,6,5,2
BK0401,BK0401,25,35,30,10,74,104,89,30,13,18,15,5,13,18,15,5,3,4,4,1
BK1101,BK1101,24,33,29,10,71,99,85,28,12,17,15,5,12,17,15,5,3,4,4,1
BK1101,BK1101,19,26,22,7,55,77,66,22,10,13,11,4,10,13,11,4,2,3,3,1
BK1101,BK1101,32,44,38,13,94,132,113,38,16,23,19,6,16,23,19,6,4,6,5,2
BK1103,BK1103,32,44,38,13,94,132,113,38,16,23,19,6,16,23,19,6,4,6,5,2
BK0401,BK0401,29,41,35,12,87,122,104,35,15,21,18,6,15,21,18,6,4,5,4,2
BK0402,BK0402,29,41,35,12,87,122,104,35,15,21,18,6,15,21,18,6,4,5,4,2
BK0401,BK0401,25,36,31,10,76,106,91,30,13,18,16,5,13,18,16,5,3,5,4,1
BK0402,BK0402,25,36,31,10,76,106,91,30,13,18,16,5,13,18,16,5,3,5,4,1
BK0401,BK0401,20,28,24,8,60,83,72,24,10,14,12,4,10,14,12,4,3,4,3,1
BK0401,BK0401,24,33,28,9,70,99,85,28,12,17,15,5,12,17,15,5,3,4,4,1
BK1101,BK1101,29,41,35,12,87,121,104,35,15,21,18,6,15,21,18,6,4,5,4,1
BK1101,BK1101,37,51,44,15,109,152,131,44,19,26,23,8,19,26,23,8,5,7,6,2
BK1101,BK1101,23,33,28,9,69,97,83,28,12,17,14,5,12,17,14,5,3,4,4,1
BK1103,BK1103,23,33,28,9,69,97,83,28,12,17,14,5,12,17,14,5,3,4,4,1
BK0401,BK0401,9,12,10,3,26,36,31,10,4,6,5,2,4,6,5,2,1,2,1,0
BK0402,BK0402,9,12,10,3,26,36,31,10,4,6,5,2,4,6,5,2,1,2,1,0
BK0401,BK0401,15,21,18,6,44,62,53,18,8,11,9,3,8,11,9,3,2,3,2,1
BK0402,BK0402,15,21,18,6,44,62,53,18,8,11,9,3,8,11,9,3,2,3,2,1
BK0401,BK0401,26,36,31,10,77,107,92,31,13,19,16,5,13,19,16,5,3,5,4,1
BK0402,BK0402,26,36,31,10,77,107,92,31,13,19,16,5,13,19,16,5,3,5,4,1
BK1101,BK1101,28,39,33,11,82,115,98,33,14,20,17,6,14,20,17,6,4,5,4,1
BK1204,BK1204,28,39,33,11,82,115,98,33,14,20,17,6,14,20,17,6,4,5,4,1
BK1101,BK1101,14,20,17,6,42,58,50,17,7,10,9,3,7,10,9,3,2,3,2,1
BK1101,BK1101,19,27,23,8,57,80,68,23,10,14,12,4,10,14,12,4,2,3,3,1
BK0402,BK0402,25,35,30,10,75,105,90,30,13,18,16,5,13,18,16,5,3,5,4,1
BK0402,BK0402,41,58,50,17,123,173,148,49,21,30,26,8,21,30,26,8,5,7,6,2
BK0402,BK0402,40,56,48,16,119,167,143,48,21,29,25,8,21,29,25,8,5,7,6,2
BK1101,BK1101,34,48,41,14,102,143,122,41,18,25,21,7,18,25,21,7,4,6,5,2
BK1204,BK1204,34,48,41,14,102,143,122,41,18,25,21,7,18,25,21,7,4,6,5,2
BK1101,BK1101,32,44,38,13,94,132,113,38,16,23,20,6,16,23,20,6,4,6,5,2
BK1101,BK1101,37,52,45,15,110,155,133,44,19,27,23,8,19,27,23,8,5,7,6,2
BK0402,BK0402,34,47,41,14,101,141,121,40,17,24,21,7,17,24,21,7,4,6,5,2
QN0502,QN0502,34,47,41,14,101,141,121,40,17,24,21,7,17,24,21,7,4,6,5,2
BK0402,BK0402,33,46,40,13,98,137,118,39,17,24,20,7,17,24,20,7,4,6,5,2
BK0402,BK0402,28,39,34,11,84,117,101,34,14,20,17,6,14,20,17,6,4,5,4,1
BK0402,BK0402,27,37,32,11,79,110,95,32,14,19,16,5,14,19,16,5,3,5,4,1
BK1204,BK1204,27,38,33,11,81,114,97,32,14,20,17,6,14,20,17,6,4,5,4,1
BK1501,BK1501,27,38,33,11,81,114,97,32,14,20,17,6,14,20,17,6,4,5,4,1
BK1101,BK1101,19,27,23,8,57,80,69,23,10,14,12,4,10,14,12,4,2,3,3,1
BK1103,BK1103,19,27,23,8,57,80,69,23,10,14,12,4,10,14,12,4,2,3,3,1
BK1204,BK1204,19,27,23,8,57,80,69,23,10,14,12,4,10,14,12,4,2,3,3,1
BK0402,BK0402,20,28,24,8,58,82,70,23,10,14,12,4,10,14,12,4,3,4,3,1
QN0502,QN0502,20,28,24,8,58,82,70,23,10,14,12,4,10,14,12,4,3,4,3,1
BK0402,BK0402,39,54,46,15,115,161,138,46,20,28,24,8,20,28,24,8,5,7,6,2
BK0401,BK0401,25,35,30,10,74,103,88,29,13,18,15,5,13,18,15,5,3,4,4,1
BK0402,BK0402,25,35,30,10,74,103,88,29,13,18,15,5,13,18,15,5,3,4,4,1
QN0502,QN0502,25,35,30,10,74,103,88,29,13,18,15,5,13,18,15,5,3,4,4,1
BK1204,BK1204,12,16,14,5,35,48,41,14,6,8,7,2,6,8,7,2,1,2,2,1
BK1204,BK1204,9,13,11,4,27,38,32,11,5,7,6,2,5,7,6,2,1,2,1,0
BK1101,BK1101,21,29,25,8,61,85,73,24,11,15,13,4,11,15,13,4,3,4,3,1
BK1204,BK1204,21,29,25,8,61,85,73,24,11,15,13,4,11,15,13,4,3,4,3,1
BK0401,BK0401,26,37,32,11,78,109,94,31,13,19,16,5,13,19,16,5,3,5,4,1
BK0402,BK0402,26,37,32,11,78,109,94,31,13,19,16,5,13,19,16,5,3,5,4,1
BK0401,BK0401,32,45,38,13,95,133,114,38,16,23,20,7,16,23,20,7,4,6,5,2
BK0402,BK0402,32,45,38,13,95,133,114,38,16,23,20,7,16,23,20,7,4,6,5,2
BK0401,BK0401,46,65,56,19,138,193,166,55,24,33,29,10,24,33,29,10,6,8,7,2
QN0502,QN0502,46,65,56,19,138,193,166,55,24,33,29,10,24,33,29,10,6,8,7,2
BK1204,BK1204,10,14,12,4,29,40,34,11,5,7,6,2,5,7,6,2,1,2,1,0
BK1403,BK1403,10,14,12,4,29,40,34,11,5,7,6,2,5,7,6,2,1,2,1,0
BK1501,BK1501,10,14,12,4,29,40,34,11,5,7,6,2,5,7,6,2,1,2,1,0
BK1204,BK1204,26,37,31,10,78,109,94,31,13,19,16,5,13,19,16,5,3,5,4,1
BK1501,BK1501,26,37,31,10,78,109,94,31,13,19,16,5,13,19,16,5,3,5,4,1
BK0401,BK0401,31,44,37,12,93,130,111,37,16,22,19,6,16,22,19,6,4,6,5,2
QN0502,QN0502,31,44,37,12,93,130,111,37,16,22,19,6,16,22,19,6,4,6,5,2
BK0401,BK0401,34,48,41,14,101,141,121,40,17,24,21,7,17,24,21,7,4,6,5,2
BK0401,BK0401,25,35,30,10,74,103,89,30,13,18,15,5,13,18,15,5,3,4,4,1
BK0401,BK0401,16,22,19,6,47,66,57,19,8,11,10,3,8,11,10,3,2,3,2,1
QN0502,QN0502,16,22,19,6,47,66,57,19,8,11,10,3,8,11,10,3,2,3,2,1
BK1204,BK1204,17,23,20,7,50,69,60,20,9,12,10,3,9,12,10,3,2,3,3,1
BK1204,BK1204,19,26,22,7,56,78,67,22,10,13,12,4,10,13,12,4,2,3,3,1
BK1204,BK1204,25,35,30,10,75,105,90,30,13,18,15,5,13,18,15,5,3,5,4,1
BK0401,BK0401,13,18,15,5,38,54,46,15,7,9,8,3,7,9,8,3,2,2,2,1
QN0502,QN0502,13,18,15,5,38,54,46,15,7,9,8,3,7,9,8,3,2,2,2,1
BK0401,BK0401,30,42,36,12,89,124,107,36,15,21,18,6,15,21,18,6,4,5,5,2
BK0401,BK0401,32,45,39,13,96,135,116,39,17,23,20,7,17,23,20,7,4,6,5,2
QN0502,QN0502,32,45,39,13,96,135,116,39,17,23,20,7,17,23,20,7,4,6,5,2
BK1101,BK1101,20,28,24,8,59,83,71,24,10,14,12,4,10,14,12,4,3,4,3,1
BK1204,BK1204,20,28,24,8,59,83,71,24,10,14,12,4,10,14,12,4,3,4,3,1
BK1204,BK1204,17,24,20,7,50,70,60,20,9,12,10,3,9,12,10,3,2,3,3,1
BK0104,BK0104,32,45,39,13,96,135,115,38,17,23,20,7,17,23,20,7,4,6,5,2
BK0401,BK0401,32,45,39,13,96,135,115,38,17,23,20,7,17,23,20,7,4,6,5,2
QN0502,QN0502,32,45,39,13,96,135,115,38,17,23,20,7,17,23,20,7,4,6,5,2
BK0104,BK0104,8,12,10,3,25,35,30,10,4,6,5,2,4,6,5,2,1,1,1,0
BK0401,BK0401,8,12,10,3,25,35,30,10,4,6,5,2,4,6,5,2,1,1,1,0
BK1204,BK1204,6,9,8,3,19,26,22,7,3,5,4,1,3,5,4,1,1,1,1,0
BK1204,BK1204,19,27,23,8,57,80,68,23,10,14,12,4,10,14,12,4,2,3,3,1
BK0104,BK0104,38,53,45,15,113,158,135,45,19,27,23,8,19,27,23,8,5,7,6,2
BK0101,BK0101,12,17,14,5,35,49,42,14,6,8,7,2,6,8,7,2,2,2,2,1
BK0104,BK0104,12,17,14,5,35,49,42,14,6,8,7,2,6,8,7,2,2,2,2,1
BK0104,BK0104,1,2,2,1,4,5,5,2,1,1,1,0,1,1,1,0,0,0,0,0
BK1204,BK1204,7,9,8,3,19,27,23,8,3,5,4,1,3,5,4,1,1,1,1,0
BK1204,BK1204,20,29,25,8,61,85,73,24,10,15,13,4,10,15,13,4,3,4,3,1
BK1204,BK1204,23,33,28,9,69,97,83,28,12,17,14,5,12,17,14,5,3,4,4,1
BK0104,BK0104,21,30,26,9,63,89,76,25,11,15,13,4,11,15,13,4,3,4,3,1
BK0401,BK0401,21,30,26,9,63,89,76,25,11,15,13,4,11,15,13,4,3,4,3,1
BK0104,BK0104,22,31,26,9,65,91,78,26,11,16,13,4,11,16,13,4,3,4,3,1
BK0401,BK0401,22,31,26,9,65,91,78,26,11,16,13,4,11,16,13,4,3,4,3,1
BK1204,BK1204,14,19,17,6,41,57,49,16,7,10,8,3,7,10,8,3,2,2,2,1
BK1403,BK1403,14,19,17,6,41,57,49,16,7,10,8,3,7,10,8,3,2,2,2,1
BK1204,BK1204,21,30,25,8,63,88,76,25,11,15,13,4,11,15,13,4,3,4,3,1
BK1204,BK1204,28,39,34,11,84,117,100,33,14,20,17,6,14,20,17,6,4,5,4,1
BK1402,BK1402,28,39,34,11,84,117,100,33,14,20,17,6,14,20,17,6,4,5,4,1
BK1403,BK1403,28,39,34,11,84,117,100,33,14,20,17,6,14,20,17,6,4,5,4,1
BK1204,BK1204,15,21,18,6,45,63,54,18,8,11,9,3,8,11,9,3,2,3,2,1
BK1402,BK1402,15,21,18,6,45,63,54,18,8,11,9,3,8,11,9,3,2,3,2,1
BK1204,BK1204,11,15,13,4,33,46,39,13,6,8,7,2,6,8,7,2,1,2,2,1
BK1402,BK1402,11,15,13,4,33,46,39,13,6,8,7,2,6,8,7,2,1,2,2,1
BK1204,BK1204,4,6,5,2,13,18,15,5,2,3,3,1,2,3,3,1,1,1,1,0
BK1204,BK1204,19,27,23,8,57,79,68,23,10,14,12,4,10,14,12,4,2,3,3,1
BK1402,BK1402,19,27,23,8,57,79,68,23,10,14,12,4,10,14,12,4,2,3,3,1
BK1402,BK1402,20,28,24,8,59,82,70,23,10,14,12,4,10,14,12,4,3,4,3,1
BK1402,BK1402,17,24,20,7,50,71,61,20,9,12,10,3,9,12,10,3,2,3,3,1
BK1204,BK1204,18,25,22,7,54,76,65,22,9,13,11,4,9,13,11,4,2,3,3,1
BK1402,BK1402,18,25,22,7,54,76,65,22,9,13,11,4,9,13,11,4,2,3,3,1
BK1204,BK1204,21,30,26,9,64,89,76,25,11,15,13,4,11,15,13,4,3,4,3,1
BK1402,BK1402,21,30,26,9,64,89,76,25,11,15,13,4,11,15,13,4,3,4,3,1
BK1204,BK1204,14,20,17,6,42,59,51,17,7,10,9,3,7,10,9,3,2,3,2,1
BK1402,BK1402,14,20,17,6,42,59,51,17,7,10,9,3,7,10,9,3,2,3,2,1
BK1204,BK1204,20,28,24,8,59,82,70,23,10,14,12,4,10,14,12,4,3,4,3,1
BK1402,BK1402,20,28,24,8,59,82,70,23,10,14,12,4,10,14,12,4,3,4,3,1
BK1202,BK1202,18,25,21,7,53,74,63,21,9,13,11,4,9,13,11,4,2,3,3,1
BK1204,BK1204,18,25,21,7,53,74,63,21,9,13,11,4,9,13,11,4,2,3,3,1
BK1402,BK1402,18,25,21,7,53,74,63,21,9,13,11,4,9,13,11,4,2,3,3,1
BK1202,BK1202,17,24,20,7,51,71,61,20,9,12,10,3,9,12,10,3,2,3,3,1
BK1204,BK1204,17,24,20,7,51,71,61,20,9,12,10,3,9,12,10,3,2,3,3,1
BK1202,BK1202,31,44,38,13,94,131,112,37,16,23,19,6,16,23,19,6,4,6,5,2
BK1204,BK1204,31,44,38,13,94,131,112,37,16,23,19,6,16,23,19,6,4,6,5,2
BK1202,BK1202,15,21,18,6,45,63,54,18,8,11,9,3,8,11,9,3,2,3,2,1
BK1202,BK1202,17,23,20,7,49,69,59,20,9,12,10,3,9,12,10,3,2,3,3,1
BK1202,BK1202,6,8,7,2,18,25,21,7,3,4,4,1,3,4,4,1,1,1,1,0
BK1204,BK1204,6,8,7,2,18,25,21,7,3,4,4,1,3,4,4,1,1,1,1,0
BK1202,BK1202,13,19,16,5,39,55,47,16,7,10,8,3,7,10,8,3,2,2,2,1
BK1204,BK1204,13,19,16,5,39,55,47,16,7,10,8,3,7,10,8,3,2,2,2,1
BK1202,BK1202,10,13,11,4,28,40,34,11,5,7,6,2,5,7,6,2,1,2,1,0
BK1202,BK1202,21,30,26,9,63,89,76,25,11,15,13,4,11,15,13,4,3,4,3,1
BK1204,BK1204,21,30,26,9,63,89,76,25,11,15,13,4,11,15,13,4,3,4,3,1
BK1202,BK1202,12,17,15,5,37,52,44,15,6,9,8,3,6,9,8,3,2,2,2,1
BK1202,BK1202,19,26,22,7,55,77,66,22,10,13,11,4,10,13,11,4,2,3,3,1
BK1204,BK1204,19,26,22,7,55,77,66,22,10,13,11,4,10,13,11,4,2,3,3,1
BK1402,BK1402,19,26,22,7,55,77,66,22,10,13,11,4,10,13,11,4,2,3,3,1
BK1202,BK1202,14,20,17,6,42,59,50,17,7,10,9,3,7,10,9,3,2,3,2,1
BK1202,BK1202,13,18,15,5,38,53,45,15,6,9,8,3,6,9,8,3,2,2,2,1
BK0101,BK0101,40,56,48,16,119,167,143,48,21,29,25,8,21,29,25,8,5,7,6,2
BK0104,BK0104,40,56,48,16,119,167,143,48,21,29,25,8,21,29,25,8,5,7,6,2
BK0104,BK0104,55,77,66,22,163,228,195,65,28,39,34,11,28,39,34,11,7,10,8,3
BK1202,BK1202,22,31,27,9,66,92,79,26,11,16,14,5,11,16,14,5,3,4,3,1
BK1203,BK1203,22,31,27,9,66,92,79,26,11,16,14,5,11,16,14,5,3,4,3,1
BK1402,BK1402,22,31,27,9,66,92,79,26,11,16,14,5,11,16,14,5,3,4,3,1
BK1202,BK1202,22,31,26,9,66,92,79,26,11,16,14,5,11,16,14,5,3,4,3,1
BK1202,BK1202,25,35,30,10,75,105,90,30,13,18,16,5,13,18,16,5,3,5,4,1
BK1203,BK1203,25,35,30,10,75,105,90,30,13,18,16,5,13,18,16,5,3,5,4,1
BK1203,BK1203,15,20,17,6,43,61,52,17,7,10,9,3,7,10,9,3,2,3,2,1
BK1402,BK1402,15,20,17,6,43,61,52,17,7,10,9,3,7,10,9,3,2,3,2,1
BK1202,BK1202,38,53,46,15,114,159,136,45,20,27,23,8,20,27,23,8,5,7,6,2
BK1203,BK1203,38,53,46,15,114,159,136,45,20,27,23,8,20,27,23,8,5,7,6,2
BK1402,BK1402,38,53,46,15,114,159,136,45,20,27,23,8,20,27,23,8,5,7,6,2
BK0104,BK0104,17,24,21,7,51,71,61,20,9,12,11,4,9,12,11,4,2,3,3,1
BK0104,BK0104,13,18,15,5,38,53,45,15,7,9,8,3,7,9,8,3,2,2,2,1
BK0104,BK0104,23,32,27,9,68,95,81,27,12,16,14,5,12,16,14,5,3,4,4,1
BK1402,BK1402,14,20,17,6,43,60,51,17,7,10,9,3,7,10,9,3,2,3,2,1
BK1402,BK1402,38,53,45,15,112,157,135,45,19,27,23,8,19,27,23,8,5,7,6,2
BK1203,BK1203,34,47,40,13,100,140,120,40,17,24,21,7,17,24,21,7,4,6,5,2
BK1402,BK1402,34,47,40,13,100,140,120,40,17,24,21,7,17,24,21,7,4,6,5,2
BK1402,BK1402,12,17,14,5,36,50,43,14,6,9,7,2,6,9,7,2,2,2,2,1
BK1203,BK1203,56,78,67,22,165,231,198,66,28,40,34,11,28,40,34,11,7,10,9,3
BK1402,BK1402,56,78,67,22,165,231,198,66,28,40,34,11,28,40,34,11,7,10,9,3
BK1202,BK1202,25,35,30,10,75,105,90,30,13,18,16,5,13,18,16,5,3,5,4,1
BK1203,BK1203,25,35,30,10,75,105,90,30,13,18,16,5,13,18,16,5,3,5,4,1
BK1202,BK1202,32,45,38,13,95,133,114,38,16,23,20,7,16,23,20,7,4,6,5,2
BK1203,BK1203,32,45,38,13,95,133,114,38,16,23,20,7,16,23,20,7,4,6,5,2
BK0104,BK0104,27,38,33,11,81,114,97,32,14,20,17,6,14,20,17,6,4,5,4,1
BK0104,BK0104,37,52,44,15,110,153,132,44,19,26,23,8,19,26,23,8,5,7,6,2
BK0104,BK0104,37,52,44,15,110,153,132,44,19,26,23,8,19,26,23,8,5,7,6,2
BK1203,BK1203,14,20,17,6,41,58,50,17,7,10,9,3,7,10,9,3,2,3,2,1
BK1202,BK1202,20,28,24,8,60,84,72,24,10,14,12,4,10,14,12,4,3,4,3,1
BK1203,BK1203,20,28,24,8,60,84,72,24,10,14,12,4,10,14,12,4,3,4,3,1
BK1202,BK1202,9,13,11,4,28,39,33,11,5,7,6,2,5,7,6,2,1,2,1,0
BK1203,BK1203,9,13,11,4,28,39,33,11,5,7,6,2,5,7,6,2,1,2,1,0
BK1203,BK1203,20,29,25,8,61,85,73,24,10,15,13,4,10,15,13,4,3,4,3,1
BK1203,BK1203,23,33,28,9,70,98,84,28,12,17,14,5,12,17,14,5,3,4,4,1
BK1203,BK1203,22,31,26,9,65,92,78,26,11,16,14,5,11,16,14,5,3,4,3,1
BK0104,BK0104,5,7,6,2,14,20,17,6,2,3,3,1,2,3,3,1,1,1,1,0
BK0104,BK0104,13,18,16,5,39,55,47,16,7,9,8,3,7,9,8,3,2,2,2,1
BK0401,BK0401,13,18,16,5,39,55,47,16,7,9,8,3,7,9,8,3,2,2,2,1
BK0104,BK0104,23,33,28,9,70,97,84,28,12,17,14,5,12,17,14,5,3,4,4,1
BK0401,BK0401,23,33,28,9,70,97,84,28,12,17,14,5,12,17,14,5,3,4,4,1
BK1203,BK1203,52,73,63,21,155,217,186,62,27,37,32,11,27,37,32,11,7,9,8,3
BK1203,BK1203,39,54,46,15,115,160,137,46,20,28,24,8,20,28,24,8,5,7,6,2
BK1203,BK1203,6,8,7,2,16,23,20,7,3,4,3,1,3,4,3,1,1,1,1,0
BK0103,BK0103,34,47,40,13,100,140,120,40,17,24,21,7,17,24,21,7,4,6,5,2
BK0104,BK0104,34,47,40,13,100,140,120,40,17,24,21,7,17,24,21,7,4,6,5,2
BK0103,BK0103,8,12,10,3,25,35,30,10,4,6,5,2,4,6,5,2,1,2,1,0
BK0104,BK0104,8,12,10,3,25,35,30,10,4,6,5,2,4,6,5,2,1,2,1,0
BK0302,BK0302,8,12,10,3,25,35,30,10,4,6,5,2,4,6,5,2,1,2,1,0
BK0401,BK0401,8,12,10,3,25,35,30,10,4,6,5,2,4,6,5,2,1,2,1,0
BK0103,BK0103,27,38,33,11,81,113,97,32,14,20,17,6,14,20,17,6,3,5,4,1
BK0104,BK0104,27,38,33,11,81,113,97,32,14,20,17,6,14,20,17,6,3,5,4,1
BK0103,BK0103,42,59,50,17,125,175,150,50,22,30,26,9,22,30,26,9,5,8,6,2
BK0104,BK0104,42,59,50,17,125,175,150,50,22,30,26,9,22,30,26,9,5,8,6,2
BK1203,BK1203,13,18,16,5,39,55,47,16,7,9,8,3,7,9,8,3,2,2,2,1
BK1402,BK1402,13,18,16,5,39,55,47,16,7,9,8,3,7,9,8,3,2,2,2,1
BK1203,BK1203,26,37,32,11,78,110,94,31,14,19,16,5,14,19,16,5,3,5,4,1
BK1402,BK1402,26,37,32,11,78,110,94,31,14,19,16,5,14,19,16,5,3,5,4,1
BK1203,BK1203,14,20,17,6,43,60,51,17,7,10,9,3,7,10,9,3,2,3,2,1
BK1402,BK1402,14,20,17,6,43,60,51,17,7,10,9,3,7,10,9,3,2,3,2,1
BK0104,BK0104,20,28,24,8,60,84,72,24,10,14,12,4,10,14,12,4,3,4,3,1
BK0104,BK0104,39,54,47,16,115,161,138,46,20,28,24,8,20,28,24,8,5,7,6,2
BK0104,BK0104,20,28,24,8,60,84,72,24,10,14,12,4,10,14,12,4,3,4,3,1
BK0104,BK0104,10,14,12,4,29,40,35,12,5,7,6,2,5,7,6,2,1,2,1,0
BK0104,BK0104,18,25,21,7,53,74,63,21,9,13,11,4,9,13,11,4,2,3,3,1
BK1203,BK1203,28,39,33,11,82,115,99,33,14,20,17,6,14,20,17,6,4,5,4,1
BK1203,BK1203,14,20,17,6,42,59,51,17,7,10,9,3,7,10,9,3,2,3,2,1
BK1203,BK1203,43,60,51,17,128,179,153,51,22,31,26,9,22,31,26,9,6,8,7,2
BK1203,BK1203,13,18,16,5,38,54,46,15,7,9,8,3,7,9,8,3,2,2,2,1
BK0104,BK0104,23,32,27,9,67,94,81,27,12,16,14,5,12,16,14,5,3,4,3,1
BK0104,BK0104,21,29,25,8,61,86,74,25,11,15,13,4,11,15,13,4,3,4,3,1
BK0104,BK0104,22,31,27,9,66,92,79,26,11,16,14,5,11,16,14,5,3,4,3,1
BK1203,BK1203,32,45,38,13,95,133,114,38,16,23,20,7,16,23,20,7,4,6,5,2
BK1203,BK1203,16,23,19,6,48,67,57,19,8,12,10,3,8,12,10,3,2,3,2,1
BK1202,BK1202,20,28,24,8,59,82,70,23,10,14,12,4,10,14,12,4,3,4,3,1
BK1203,BK1203,20,28,24,8,59,82,70,23,10,14,12,4,10,14,12,4,3,4,3,1
BK0104,BK0104,13,18,16,5,38,54,46,15,7,9,8,3,7,9,8,3,2,2,2,1
BK0104,BK0104,18,25,21,7,52,73,62,21,9,13,11,4,9,13,11,4,2,3,3,1
BK0104,BK0104,47,65,56,19,139,194,167,56,24,34,29,10,24,34,29,10,6,8,7,2
BK0701,BK0701,24,34,29,10,71,100,86,29,12,17,15,5,12,17,15,5,3,4,4,1
